FID,OCEAN_REGION,COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,DAY,MONTH,YEAR,MONTHS_SINCE_PEAK,MAX_DEPTH_m,DEPTH_RAW,SEVERITY_CODE,%_BLEACHED,%_BLEACHED_RAW,MORTALITY_CODE,%_MORTALITY,%_MORTALITY_RAW,SURVEY_TYPE,OTHER_DRIVERS,SOURCE,CITATION,COMMENTS,DATABASE_CODE,INTERNAL DATA -->,ENTRY_CODE,MAP_CODE,LAT_CORRECTED,LON_CORRECTED,LAND,QC_CODE,CRW DATA -->,CRW_ID,CRW REGION,CRW REG VIRTUAL STATION NAME,CRW REG VIRTUAL STATION #,MIDPOINT_OF_BLEACH_RANGE_%,MIDPOINT_OF_MORT_RANGE_%,CRW MORTALITY TIME ADJUST,CRW OBS TIMING,CRW DHW TO USE,CRW DAILY DHW,CRW ANNUAL MAX DHW,CRW DHW OFFSET,QA CODE,CRW ANN MAX DHW 2014,CRW ANN MAX DHW 2015,CRW ANN MAX DHW 2016,CRW ANN MAX DHW 2017,DATETIME,DHW,MAX_DHW,DATE_MAX_DHW,DAYS_FROM_MAX_DHW,MAX_ANNUAL_DHW,DATE_OF_MAX_DHW,IS_BEST_REPORT,spatial_cluster
359,Caribbean,United States,Gulf of Mexico,Stetson Bank,28.1647671391,-94.2982826186,11,10,1993,,33.5,21-33.5m,Mild,0.01058148148148148,0.01058148148148148,-1,,,Repetitive Photostations,,FGBNMS,,Millepora alcicornis domiant coral. ,4,,,,28.1648,-94.2983,No,AA,,,,,,,,,,,,,,,,,,,1993-10-11,1.17,,,60,1.17,1993-08-12,True,US_continent
496,Caribbean,United States,Gulf of Mexico,Stetson Bank,28.1647671391,-94.2982826186,8,10,1995,,33.5,21-33.5m,Mild,0.08158653846153846,0.08158653846153846,-1,,,Repetitive Photostations,,FGBNMS,,Millepora alcicornis domiant coral. ,4,,,,28.1648,-94.2983,No,AA,,,,,,,,,,,,,,,,,,,1995-10-08,2.77,,,16,2.77,1995-09-22,True,US_continent
22608,Pacific Ocean,United States,Kaneohe Bay,PR 26,21.46577,-157.81872,14,10,2014,,2,,Severe,0.8,80,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46577,-157.81872,No,AAAA,,HI_280,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22607,Pacific Ocean,United States,Kaneohe Bay,PR 40,21.47373,-157.8235,14,10,2014,,2,,Severe,0.8,80,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47373,-157.8235,No,AAAA,,HI_179,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22606,Pacific Ocean,United States,Kaneohe Bay,PR 37,21.47873,-157.83476,14,10,2014,,2,,Severe,0.8,80,3,0.8,80,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47873,-157.83476,No,AAAA,,HI_190,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22605,Caribbean,United States,Florida,"Coffins Patch SPA , Florida Keys",24.681,-80.97,14,10,2014,,7,,Severe,0.8,80,-1,,,In-situ,,"Cynthia Lewis, Cynthia Lewis, Cynthia Lewis ",,,5,,,,24.681,-80.97,No,AA,,FL_1890,CA,Florida Keys,48.0,,,0.0,1.0,5.51,5.21,5.51,0.0,1.0,5.51,,,,2014-10-14,5.21,,,47,5.51,2014-08-28,True,US_continent
22604,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.45529,-157.82358,14,10,2014,,2,2m,Severe,0.7989999999999999,0.7989999999999999,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.3, 0.7; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.45529,-157.82358,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22603,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.45677,-157.82534,14,10,2014,,2,2m,Severe,0.7989999999999999,0.7989999999999999,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.3, 0.7; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.45677,-157.82534,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22575,Pacific Ocean,United States,Kaneohe Bay,FR,21.42943,-157.79836,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.42943,-157.79836,No,AAAA,,HI_251,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22601,Pacific Ocean,United States,Kaneohe Bay,FR,21.44252,-157.80595,14,10,2014,,2,,Severe,0.75,75,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44252,-157.80595,No,AAAA,,HI_238,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22600,Pacific Ocean,United States,Kaneohe Bay,PR 30 F,21.47124,-157.82299,14,10,2014,,2,,Severe,0.75,75,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47124,-157.82299,No,AAAA,,HI_290,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22599,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",Kapapa,21.47575,-157.80222,14,10,2014,,2,2m,Severe,0.732,0.732,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.4, 0.6; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.47575,-157.80222,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22598,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.46153,-157.8272,14,10,2014,,2,2m,Severe,0.732,0.732,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.4, 0.6; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.46153,-157.8272,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22597,Pacific Ocean,United States,Kaneohe Bay,FR,21.43865,-157.80347,14,10,2014,,2,,Severe,0.7,70,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.43865,-157.80347,No,AAAA,,HI_242,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22596,Pacific Ocean,United States,Kaneohe Bay,FR,21.45093,-157.81287,14,10,2014,,2,,Severe,0.7,70,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.45093,-157.81287,No,AAAA,,HI_224,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22595,Pacific Ocean,United States,Kaneohe Bay,PR 27F,21.46736,-157.82166,14,10,2014,,2,,Severe,0.7,70,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46736,-157.82166,No,AAAA,,HI_283,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22594,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",Kapapa,21.47462,-157.80111,14,10,2014,,2,2m,Severe,0.699,0.699,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.3, 0.6; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.47462,-157.80111,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22592,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",HIMB Lagoon,21.43247,-157.78994,14,10,2014,,2,2m,Severe,0.665,0.665,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.5, 0.5; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.43247,-157.78994,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22574,Pacific Ocean,United States,Kaneohe Bay,FR,21.43068,-157.80063,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.43068,-157.80063,No,AAAA,,HI_250,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22564,Pacific Ocean,United States,Kaneohe Bay,PR 46,21.47906,-157.8343,14,10,2014,,2,,Severe,0.6,60,3,0.7,70,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47906,-157.8343,No,AAAA,,HI_189,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22572,Pacific Ocean,United States,Kaneohe Bay,FR,21.43184,-157.80255,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.43184,-157.80255,No,AAAA,,HI_249,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22552,Pacific Ocean,United States,Kaneohe Bay,PR 42,21.47695,-157.82514,14,10,2014,,2,,Severe,0.55,55.00000000000001,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47695,-157.82514,No,AAAA,,HI_183,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22551,Pacific Ocean,United States,Kaneohe Bay,PR 46,21.47976,-157.83273,14,10,2014,,2,,Severe,0.55,55.00000000000001,2,0.4,0.4,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47976,-157.83273,No,AAAA,,HI_187,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22550,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.41709,-157.77336,14,10,2014,,2,2m,Severe,0.532,0.532,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.4, 0.4; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.41709,-157.77336,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22549,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",PR 28 E,21.46945,-157.81995,14,10,2014,,2,2m,Severe,0.5309999999999999,0.5309999999999999,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.7, 0.3; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.46945,-157.81995,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22548,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",PR 29 E,21.47098,-157.82016,14,10,2014,,2,2m,Severe,0.5309999999999999,0.5309999999999999,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.7, 0.3; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.47098,-157.82016,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22547,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.46649,-157.82816,14,10,2014,,2,2m,Severe,0.5309999999999999,0.5309999999999999,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.7, 0.3; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.46649,-157.82816,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22553,Pacific Ocean,United States,Kaneohe Bay,PR 41,21.47539,-157.823,14,10,2014,,2,,Severe,0.55,55.00000000000001,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47539,-157.823,No,AAAA,,HI_177,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22546,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.48116,-157.8349,14,10,2014,,2,2m,Severe,0.5309999999999999,0.5309999999999999,2,0.4,0.4,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.7, 0.3; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.48116,-157.8349,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22544,Pacific Ocean,United States,Kaneohe Bay,Barrier reef,21.44571,-157.78397,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44571,-157.78397,No,AAAA,,HI_158,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22543,Pacific Ocean,United States,Kaneohe Bay,Barrier reef,21.44464,-157.78421,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44464,-157.78421,No,AAAA,,HI_157,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22542,Pacific Ocean,United States,Kaneohe Bay,PR 5 E,21.43671,-157.7992,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.43671,-157.7992,No,AAAA,,HI_246,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22541,Pacific Ocean,United States,Kaneohe Bay,PR 5 F,21.43649,-157.79925,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.43649,-157.79925,No,AAAA,,HI_245,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22540,Pacific Ocean,United States,Kaneohe Bay,PR 16,21.45454,-157.80372,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.45454,-157.80372,No,AAAA,,HI_271,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22539,Pacific Ocean,United States,Kaneohe Bay,PR 21,21.46313,-157.81244,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46313,-157.81244,No,AAAA,,HI_276,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22545,Pacific Ocean,United States,Kaneohe Bay,FR,21.42272,-157.77077,14,10,2014,,2,,Moderate,0.5,50,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.42272,-157.77077,No,AAAA,,HI_263,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.6,0.6,0.6,0.0,1.0,0.6,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
22554,Pacific Ocean,United States,Kaneohe Bay,Ahu O Laka,21.47583,-157.81979,14,10,2014,,2,,Severe,0.55,55.00000000000001,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47583,-157.81979,No,AAAA,,HI_175,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22555,Pacific Ocean,United States,Kaneohe Bay,PR 8,21.46196,-157.80984,14,10,2014,,2,,Severe,0.55,55.00000000000001,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46196,-157.80984,No,AAAA,,HI_292,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22556,Pacific Ocean,United States,Kaneohe Bay,PR 17E,21.44496,-157.80909,14,10,2014,,2,,Severe,0.55,55.00000000000001,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44496,-157.80909,No,AAAA,,HI_230,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22571,Pacific Ocean,United States,Kaneohe Bay,PR 15,21.45361,-157.80312,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.45361,-157.80312,No,AAAA,,HI_270,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22570,Pacific Ocean,United States,Kaneohe Bay,FR,21.44643,-157.80688,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44643,-157.80688,No,AAAA,,HI_231,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22569,Pacific Ocean,United States,Kaneohe Bay,PR 17F,21.44801,-157.81006,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.44801,-157.81006,No,AAAA,,HI_229,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.76,0.76,0.76,0.0,1.0,0.76,,,,2014-10-14,0.76,,,23,0.76,2014-09-21,True,US_Hawaii
22568,Pacific Ocean,United States,Kaneohe Bay,FR,21.4515,-157.8106,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.4515,-157.8106,No,AAAA,,HI_225,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22567,Pacific Ocean,United States,Kaneohe Bay,PR 28 F,21.46905,-157.81981,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46905,-157.81981,No,AAAA,,HI_288,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22566,Pacific Ocean,United States,Kaneohe Bay,PR 27E,21.46735,-157.82243,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.46735,-157.82243,No,AAAA,,HI_284,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22565,Pacific Ocean,United States,Kaneohe Bay,PR 31 edge,21.47084,-157.82624,14,10,2014,,2,,Severe,0.6,60,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47084,-157.82624,No,AAAA,,HI_213,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22609,Pacific Ocean,United States,Kaneohe Bay,Ahu O Laka,21.47606,-157.81503,14,10,2014,,2,,Severe,0.8,80,0,0.0,0,In-situ,,"Keisha Bahr and Paul Jokiel, Keisha Bahr and Paul Jokiel kbahr@hawaii.edu",,,4,,,,21.47606,-157.81503,No,AAAA,,HI_174,AP,Main Hawaiian Islands,68.0,,,0.0,1.0,0.77,0.77,0.77,0.0,1.0,0.77,,,,2014-10-14,0.77,,,23,0.77,2014-09-21,True,US_Hawaii
22563,Pacific Ocean,United States,"Kaneohe Bay, Oahu, Hawaii",FR,21.4155,-157.77727,14,10,2014,,2,2m,Severe,0.599,0.599,0,0.0,0,Free-diver survey,,Keisha Bahr and Paul Jokiel; submitted to Coral Reef Watch,,"Bleaching severity is based on the percentage of partially and fully bleached area in report to NOAA Coral Reef Watch, such that Bleaching severity (%) = average [% fully bleaching X 1 + % partially bleached x 0.33]; Partial: 0.3, 0.5; Coral taxa bleached: Porites compressa, Montipora capitata, Pocillopora damicornis; Coral mortality is based on the percent area of recently killed corals",5,,,,21.4155,-157.77727,No,AAA,,,,,,,,,,,,,,,,,,,2014-10-14,0.6,,,23,0.6,2014-09-21,True,US_Hawaii
