FID,OCEAN_REGION,COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,DAY,MONTH,YEAR,MONTHS_SINCE_PEAK,MAX_DEPTH_m,DEPTH_RAW,SEVERITY_CODE,%_BLEACHED,%_BLEACHED_RAW,MORTALITY_CODE,%_MORTALITY,%_MORTALITY_RAW,SURVEY_TYPE,OTHER_DRIVERS,SOURCE,CITATION,COMMENTS,DATABASE_CODE,INTERNAL DATA -->,ENTRY_CODE,MAP_CODE,LAT_CORRECTED,LON_CORRECTED,LAND,QC_CODE,CRW DATA -->,CRW_ID,CRW REGION,CRW REG VIRTUAL STATION NAME,CRW REG VIRTUAL STATION #,MIDPOINT_OF_BLEACH_RANGE_%,MIDPOINT_OF_MORT_RANGE_%,CRW MORTALITY TIME ADJUST,CRW OBS TIMING,CRW DHW TO USE,CRW DAILY DHW,CRW ANNUAL MAX DHW,CRW DHW OFFSET,QA CODE,CRW ANN MAX DHW 2014,CRW ANN MAX DHW 2015,CRW ANN MAX DHW 2016,CRW ANN MAX DHW 2017,DATETIME,DHW,MAX_DHW,DATE_MAX_DHW,DAYS_FROM_MAX_DHW,MAX_ANNUAL_DHW,DATE_OF_MAX_DHW,IS_BEST_REPORT,spatial_cluster
19063,Pacific Ocean,French Polynesia,"Bora Bora, Society archipelago",Matira,-16.55258333333333,-151.7325555555556,9,3,2014,,1,1m,None,0.0,0,-1,,,4 replicate E-W Reef Check Transects,,"Denis Schneider, Reefcheck Malaysia - submitted to NOAA Coral Reef Watch",,Transect 1: 0%; Transect 2: 0%; Transect 3: 0%; Transect 4: 0%,5,,,,-16.55258333,-151.7325556,No,AA,,,,,,,,,,,,,,,,,,,2014-03-09,0.0,,,0,0.0,2014-03-09,True,French Polynesia
19082,Pacific Ocean,Australia,Thetford reef,,-16.80483333,146.1981167,12,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.80483333,146.1981167,No,AA,,AU_1969,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-12,0.0,,,0,0.0,2014-03-12,True,Australia_GBR
19092,Pacific Ocean,Australia,Moore reef,,-16.8535,146.2358333,13,3,2014,,6,,None,0.033333333,0.033333333,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.8535,146.2358333,No,AA,,AU_1953,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-13,0.0,,,0,0.0,2014-03-13,True,Australia_GBR
19095,Caribbean,Grenada,"Saint George, Happy Hill",Flamingo Bay South,12.09166667,-61.7588888888889,13,3,2014,,7,7m,None,0.0,0,0,0.0,0,In-situ,,"Reef Check database, Moshira Hassan, Moshira Hassan/Olando Harvey, Moshira Hassan, Moshira Hassan/Olando Harvey ",,Count: 0 % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.,4,,,,12.09166667,-61.75888889,No,AAAA,,GR_9,CA,Windward Caribbean Islands,212.0,,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,2014-03-13,0.0,,,164,2.28,2013-09-30,True,Grenada
19107,Pacific Ocean,Australia,St Crispin reef,,-16.07655,145.84515,15,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.07655,145.84515,No,AA,,AU_1967,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-15,0.0,,,0,0.0,2014-03-15,True,Australia_GBR
19113,Pacific Ocean,Australia,Agincourt 1 reef,,-16.04756667,145.8687667,16,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.04756667,145.8687667,No,AA,,AU_1935,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-16,0.0,,,0,0.0,2014-03-16,True,Australia_GBR
19119,Caribbean,Grenada,"Saint George, Happy Hill",Dragon Bay South,12.08530556,-61.7628611111111,17,3,2014,,5,5m,None,0.0,0,0,0.0,0,In-situ,,"Reef Check database, Moshira Hassan, Moshira Hassan, Moshira Hassan, Moshira Hassan ",,Count: 0 % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.,4,,,,12.08530556,-61.76286111,No,AAAA,,GR_11,CA,Windward Caribbean Islands,212.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-17,0.0,,,168,2.28,2013-09-30,True,Grenada
19116,Pacific Ocean,Australia,Hastings reef,,-16.50681667,146.0226667,17,3,2014,,6,,None,0.033333333,0.033333333,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.50681667,146.0226667,No,AA,,AU_1944,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-17,0.0,,,0,0.0,2014-03-17,True,Australia_GBR
19120,Caribbean,Grenada,"Saint George, Happy Hill",Dragon Bay North,12.08855556,-61.7624166666667,17,3,2014,,10,10m,None,0.0,0,0,0.0,0,In-situ,,"Reef Check database, Moshira Hassan, Moshira Hassan/Olando Harvey, Moshira Hassan, Moshira Hassan/Olando Harvey ",,Count: 0 % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.,4,,,,12.08855556,-61.76241667,No,AAAA,,GR_10,CA,Windward Caribbean Islands,212.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-17,0.0,,,168,2.28,2013-09-30,True,Grenada
19127,Pacific Ocean,Australia,Arlington reef,,-16.65238333,146.1107,18,3,2014,,6,,None,0.033333333,0.033333333,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-16.65238333,146.1107,No,AA,,AU_1936,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-18,0.0,,,0,0.0,2014-03-18,True,Australia_GBR
19164,Pacific Ocean,Australia,Peart reef,,-17.47175,146.4030833,21,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-17.47175,146.4030833,No,AA,,AU_1957,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-21,0.0,,,0,0.0,2014-03-21,True,Australia_GBR
19174,Pacific Ocean,Australia,Feather reef,,-17.523,146.3905333,22,3,2014,,6,,None,0.033333333,0.033333333,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-17.523,146.3905333,No,AA,,AU_1939,AP,Northern GBR,53.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-22,0.0,,,0,0.0,2014-03-22,True,Australia_GBR
19176,Pacific Ocean,French Polynesia,Bora Bora,Mohio,-16.5396666666667,-151.788722222222,22,3,2014,,1.3,,None,0.0,0,2,0.1136,0.1136,In-situ,,"Reef Check database, Denis Schneider, Denis Schneider, Denis Schneider, Denis Schneider ",,% coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.,5,,,,-16.53966667,-151.7887222,No,AAAA,,FP_219,AP,Society Archipelago,150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-22,0.0,,,0,0.0,2014-03-22,True,French Polynesia
19179,Pacific Ocean,Australia,Rib reef,,-18.47873333,146.87865,23,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-18.47873333,146.87865,No,AA,,AU_1964,AP,Central GBR,51.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-23,0.0,,,0,0.0,2014-03-23,True,Australia_GBR
19189,Pacific Ocean,Australia,Helix reef,,-18.6242,147.2975667,24,3,2014,,6,,None,0.0,0,-1,,,In-situ,,"Australian Institute of Marine Science, Angus Thompson, A.Thompson@aims.gov.au",,,4,,,,-18.6242,147.2975667,No,AA,,AU_1945,AP,Central GBR,51.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-03-24,0.0,,,0,0.0,2014-03-24,True,Australia_GBR
19205,Pacific Ocean,Guam,,"Site: GUA-01543, Transect 1",13.53261075,144.7994334,25,3,2014,,21.64,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.53261075,144.7994334,No,AA,,GU_141,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.52,0.0,1.0,3.52,,,,2014-03-25,0.0,,,182,4.63,2013-09-24,True,Guam
19206,Pacific Ocean,Guam,,"Site: GUA-01552, Transect 1",13.55085765,144.8090198,25,3,2014,,5.18,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.55085765,144.8090198,No,AA,,GU_142,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.33,0.0,1.0,3.33,,,,2014-03-25,0.0,,,182,4.04,2013-09-24,True,Guam
19217,Pacific Ocean,Guam,,"Site: GUA-01387, Transect 1",13.23873636,144.7001649,26,3,2014,,19.51,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.23873636,144.7001649,No,AA,,GU_123,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,4.02,0.0,1.0,4.02,,,,2014-03-26,0.0,,,182,4.46,2013-09-25,True,Guam
19230,Pacific Ocean,Guam,,"Site: GUA-01567, Transect 1",13.38922128,144.6541501,27,3,2014,,5.49,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.3853154,144.648252,Yes,AA,,GU_146,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.8,1.0,1.0,3.8,,,,2014-03-27,0.0,,,182,4.23,2013-09-26,True,Guam
19228,Pacific Ocean,Guam,,"Site: GUA-01601, Transect 1",13.36006139,144.6374342,27,3,2014,,13.11,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.36006139,144.6374342,No,AA,,GU_149,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.8,0.0,1.0,3.8,,,,2014-03-27,0.0,,,182,4.23,2013-09-26,True,Guam
19229,Pacific Ocean,Guam,,"Site: GUA-01624, Transect 1",13.39791533,144.6539453,27,3,2014,,22.56,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.3853154,144.648252,Yes,AA,,GU_154,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.8,1.0,1.0,3.8,,,,2014-03-27,0.0,,,182,4.23,2013-09-26,True,Guam
19231,Pacific Ocean,Guam,,"Site: GUA-01560, Transect 1",13.29553817,144.6583306,27,3,2014,,3.35,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.30941492,144.6477711,Yes,AA,,GU_144,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.97,1.0,1.0,3.97,,,,2014-03-27,0.0,,,182,3.99,2013-09-26,True,Guam
19242,Pacific Ocean,Guam,,"Site: GUA-01395, Transect 1",13.35294482,144.7755936,28,3,2014,,7.62,,None,0.47,0.47,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.35294482,144.7755936,No,AA,,GU_126,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.81,0.0,1.0,3.81,,,,2014-03-28,0.0,,,182,4.57,2013-09-27,True,Guam
19244,Pacific Ocean,Guam,,"Site: GUA-01422, Transect 1",13.31136983,144.7739652,28,3,2014,,13.72,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.31136983,144.7739652,No,AA,,GU_128,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.88,0.0,1.0,3.88,,,,2014-03-28,0.0,,,182,4.48,2013-09-27,True,Guam
19245,Pacific Ocean,Guam,,"Site: GUA-01459, Transect 1",13.37528989,144.7782938,28,3,2014,,20.73,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.37528989,144.7782938,No,AA,,GU_132,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.81,0.0,1.0,3.81,,,,2014-03-28,0.0,,,182,4.57,2013-09-27,True,Guam
19248,Pacific Ocean,Philippines,"Batangas, Mun. of Tingloy",Tingloy - Poblacion Reef,13.66422222,120.8686111,28,3,2014,,5,5m,None,0.0,0,0,0.0,0,In-situ 4 replicate NE-SW Reef Check Transects,,"Reef Check database Carina Escudero, Reefcheck Malaysia - submitted to NOAA Coral Reef Watch, Carina Escudero, Carina Escudero, Carina Escudero, Carina Escudero ",,"Transect 1: 0%; Transect 2: 0%; Transect 3: 0%; Transect 4: 0%, % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.",5,,,,13.66422222,120.8686111,No,AAAA,,PH_223,AP,Central Philippines,19.0,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,2014-03-28,0.0,,,0,0.0,2014-03-28,True,Philippines
19243,Pacific Ocean,Guam,,"Site: GUA-01390, Transect 1",13.27698383,144.7585348,28,3,2014,,4.57,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.27698383,144.7585348,No,AA,,GU_124,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.94,0.0,1.0,3.94,,,,2014-03-28,0.0,,,182,4.39,2013-09-27,True,Guam
19254,Pacific Ocean,Guam,,"Site: GUA-01394, Transect 1",13.54090498,144.9341648,29,3,2014,,5.79,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.54090498,144.9341648,No,AA,,GU_125,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.66,0.0,1.0,3.66,,,,2014-03-29,0.0,,,182,3.97,2013-09-28,True,Guam
19253,Pacific Ocean,Guam,,"Site: GUA-01435, Transect 1",13.45442536,144.840862,29,3,2014,,14.94,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.45442536,144.840862,No,AA,,GU_129,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.55,0.0,1.0,3.55,,,,2014-03-29,0.0,,,182,4.8,2013-09-28,True,Guam
19264,Pacific Ocean,Guam,,"Site: GUA-01476, Transect 1",13.60122937,144.9466048,30,3,2014,,15.24,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.60122937,144.9466048,No,AA,,GU_135,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.61,0.0,1.0,3.61,,,,2014-03-30,0.0,,,182,3.69,2013-09-29,True,Guam
19263,Pacific Ocean,Guam,,"Site: GUA-01625, Transect 1",13.6539253,144.8778046,30,3,2014,,22.86,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.6539253,144.8778046,No,AA,,GU_155,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.36,0.0,1.0,3.36,,,,2014-03-30,0.0,,,182,3.7,2013-09-29,True,Guam
19262,Pacific Ocean,Guam,,"Site: GUA-01554, Transect 1",13.65671229,144.864709,30,3,2014,,6.1,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.65671229,144.864709,No,AA,,GU_143,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.36,0.0,1.0,3.36,,,,2014-03-30,0.0,,,182,3.7,2013-09-29,True,Guam
19270,Pacific Ocean,Guam,,"Site: GUA-01575, Transect 1",13.41327064,144.6486225,31,3,2014,,4.57,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.41327064,144.6486225,No,AA,,GU_147,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.84,0.0,1.0,3.84,,,,2014-03-31,0.0,,,182,4.56,2013-09-30,True,Guam
19269,Pacific Ocean,Guam,,"Site: GUA-01639, Transect 1",13.3853154,144.648252,31,3,2014,,22.86,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.3853154,144.648252,No,AA,,GU_156,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.8,0.0,1.0,3.8,,,,2014-03-31,0.0,,,182,4.23,2013-09-30,True,Guam
19267,Indian Ocean,France (Indian Ocean),West coast,St Leu,-21.17491,55.285948,31,3,2014,,,,Severe,,High_(50-90),-1,,,In-situ,,"CORDIO database, Julien Wickel, MAREX, Julien Wickel, MAREX ",,"Coordinates estimated by Denise Devotta in Google Earth based on country, location, and site name. Visible from air",4,,,,-21.17491,55.285948,No,AA,,RU_131,IM,"Tromelin and Reunion, France",190.0,70.0,,0.0,1.0,2.63,2.63,2.63,0.0,1.0,2.63,,,,2014-03-31,2.63,,,10,2.63,2014-03-21,True,France_Reunion
19271,Pacific Ocean,Guam,,"Site: GUA-01604, Transect 1",13.41327064,144.6486225,31,3,2014,,9.14,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.41327064,144.6486225,No,AA,,GU_151,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.84,0.0,1.0,3.84,,,,2014-03-31,0.0,,,182,4.56,2013-09-30,False,Guam
19332,Caribbean,St. Lucia,"Sofriere, Sofriere",Coral Garden,13.81472222222222,-61.0725,1,4,2014,,10,10m,None,0.0,0,0,0.0,0,In-situ,,"Reef Check database, Moshira Hassan, Moshira Hassan, Moshira Hassan, Moshira Hassan ",,"Transect 1: 0%; Transect 2: 0%; Transect 3: 0%; Transect 4: 0%, % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.",5,,,,13.81472222,-61.0725,No,AAAA,,SL_3,CA,Windward Caribbean Islands,212.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-04-01,0.0,,,176,2.55,2013-10-07,True,St. Lucia
19334,Caribbean,St. Lucia,Soufriere,Grande Caille,13.86166666666667,-61.075,2,4,2014,,10,10m,None,0.0,0,0,0.0,0,In-situ,,"Reef Check database, Moshira Hassan, Moshira Hassan, Moshira Hassan, Moshira Hassan ",,"Transect 1: 0%; Transect 2: 0%; Transect 3: 0%; Transect 4: 0%, % coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.",5,,,,13.86166667,-61.075,No,AAAA,,SL_4,CA,Windward Caribbean Islands,212.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-04-02,0.0,,,177,2.35,2013-10-07,True,St. Lucia
19339,Pacific Ocean,Guam,,"Site: GUA-01521, Transect 1",13.50908702,144.7835715,4,4,2014,,4.57,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.50908702,144.7835715,No,AA,,GU_140,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.52,0.0,1.0,3.52,,,,2014-04-04,0.0,,,182,4.63,2013-10-04,True,Guam
19338,Pacific Ocean,Guam,,"Site: GUA-01619, Transect 1",13.48464891,144.7568656,4,4,2014,,19.2,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.48464891,144.7568656,No,AA,,GU_153,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.55,0.0,1.0,3.55,,,,2014-04-04,0.0,,,182,4.64,2013-10-04,True,Guam
19337,Pacific Ocean,Guam,,"Site: GUA-01510, Transect 1",13.47029859,144.6861692,4,4,2014,,24.99,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.47029859,144.6861692,No,AA,,GU_139,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.67,0.0,1.0,3.67,,,,2014-04-04,0.0,,,182,4.99,2013-10-04,True,Guam
19336,Pacific Ocean,Guam,,"Site: GUA-01495, Transect 1",13.47951558,144.7074215,4,4,2014,,5.79,,None,0.46,0.46,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,13.47951558,144.7074215,No,AA,,GU_137,AP,Guam,58.0,,,0.0,0.0,0.0,0.0,3.61,0.0,1.0,3.61,,,,2014-04-04,0.0,,,182,4.97,2013-10-04,True,Guam
19357,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00435, Transect 1",14.19599011,145.2235168,5,4,2014,,21.95,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.19599011,145.2235168,No,AA,,NM_375,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.29,0.0,1.0,4.29,,,,2014-04-05,0.0,,,182,5.34,2013-10-05,True,Northern Mariana Islands
19356,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00432, Transect 1",14.18961835,145.2165632,5,4,2014,,14.63,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.18961835,145.2165632,No,AA,,NM_374,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.29,0.0,1.0,4.29,,,,2014-04-05,0.0,,,182,5.34,2013-10-05,True,Northern Mariana Islands
19355,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00462, Transect 1",14.17636229,145.1973457,5,4,2014,,5.49,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.17636229,145.1973457,No,AA,,NM_378,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.12,0.0,1.0,4.12,,,,2014-04-05,0.0,,,182,4.68,2013-10-05,True,Northern Mariana Islands
19354,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00454, Transect 1",14.17553491,145.1861503,5,4,2014,,14.33,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.17553491,145.1861503,No,AA,,NM_376,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.12,0.0,1.0,4.12,,,,2014-04-05,0.0,,,182,4.68,2013-10-05,True,Northern Mariana Islands
19350,Pacific Ocean,French Polynesia,"Bora Bora, Society archipelago",Tapu (external slope),-16.4994166666667,-151.783972222222,5,4,2014,,7,7m,None,0.0,0,-1,,,In-situ,,"Denis Schneider, Reefcheck Malaysia - submitted to NOAA Coral Reef Watch  ",,Transect 1: 0%; Transect 2: 0%; Transect 3: 0%; Transect 4: 0%,5,,,,-16.49941667,-151.7839722,No,AA,,FP_42,AP,Society Archipelago,150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-04-05,0.0,,,0,0.0,2014-04-05,True,French Polynesia
19349,Pacific Ocean,French Polynesia,Bora Bora,Tapu (external slope),-16.4994166666667,-151.783972222222,5,4,2014,,15,15m,None,0.0,0,-1,,,In-situ,,"Reef Check database, Denis Schneider, Denis Schneider, Denis Schneider, Denis Schneider ",,% coral mortality (where given) calculated as % of (total number of recently killed coral colonies/total of hard coral colonies). % coral bleaching and % coral mortality for each observation calculated as mean values across the four segments.,5,,,,-16.49941667,-151.7839722,No,AA,,FP_206,AP,Society Archipelago,150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,2014-04-05,0.0,,,0,0.0,2014-04-05,False,French Polynesia
19360,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00371, Transect 1",14.1364734,145.1413367,6,4,2014,,5.49,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.1364734,145.1413367,No,AA,,NM_371,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.11,0.0,1.0,4.11,,,,2014-04-06,0.0,,,182,4.350000000000001,2013-10-06,True,Northern Mariana Islands
19361,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00414, Transect 1",14.12322555,145.1670277,6,4,2014,,4.27,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.1364734,145.1413367,Yes,AA,,NM_372,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.11,1.0,1.0,4.11,,,,2014-04-06,0.0,,,182,4.350000000000001,2013-10-06,True,Northern Mariana Islands
19370,Pacific Ocean,Northern Mariana Islands,Rota,"Site: ROT-00464, Transect 1",14.14389725,145.1352802,7,4,2014,,24.08,,None,0.0,0,-1,,,In-situ,,"NOAA Pacific Islands Fisheries Science Center, Courtney Couch, Courtney Couch courtney.s.couch@noaa.gov",,,4,,,,14.14389725,145.1352802,No,AA,,NM_379,AP,Northern Mariana Islands,108.0,,,0.0,0.0,0.0,0.0,4.11,0.0,1.0,4.11,,,,2014-04-07,0.0,,,182,4.350000000000001,2013-10-07,True,Northern Mariana Islands
