FID,OCEAN_REGION,COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,DAY,MONTH,YEAR,MONTHS_SINCE_PEAK,MAX_DEPTH_m,DEPTH_RAW,SEVERITY_CODE,%_BLEACHED,%_BLEACHED_RAW,MORTALITY_CODE,%_MORTALITY,%_MORTALITY_RAW,SURVEY_TYPE,OTHER_DRIVERS,SOURCE,CITATION,COMMENTS,DATABASE_CODE,INTERNAL DATA -->,ENTRY_CODE,MAP_CODE,LAT_CORRECTED,LON_CORRECTED,LAND,QC_CODE,CRW DATA -->,CRW_ID,CRW REGION,CRW REG VIRTUAL STATION NAME,CRW REG VIRTUAL STATION #,MIDPOINT_OF_BLEACH_RANGE_%,MIDPOINT_OF_MORT_RANGE_%,CRW MORTALITY TIME ADJUST,CRW OBS TIMING,CRW DHW TO USE,CRW DAILY DHW,CRW ANNUAL MAX DHW,CRW DHW OFFSET,QA CODE,CRW ANN MAX DHW 2014,CRW ANN MAX DHW 2015,CRW ANN MAX DHW 2016,CRW ANN MAX DHW 2017,DATETIME,DHW,MAX_DHW,DATE_MAX_DHW,DAYS_FROM_MAX_DHW,MAX_ANNUAL_DHW,DATE_OF_MAX_DHW,IS_BEST_REPORT,spatial_cluster
25192,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.46658,-80.11098,15,8,2015,,15.24,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Low-relief spur and spur fore-reef habitat surveyed north of Long Reef, Biscayne N.P., from 1342-1517 hrs. EST on 15AUG2015. The site had strong current and ended at ~17 m depth in sand, dominated by algae, octocorals, and Xestospongia sponges. Within two belt transects totaling 30 sq. meters, 14 stony coral taxa were observed, of which 5 taxa had at least one colony exhibiting paling, 3 taxa had at least one colony exhibiting partial bleaching, and 2 taxa had at least one colony with total bleaching. In addition, there were several Meandrina, Dichocoenia, and Montastraea cavernosa colonies with either active white plague or recent death, presumably due to white plague. Except for Erythropodium, some of which was paling, none of the remaining 16 octocoral taxa exhibiting paling or bleaching.",4,,,,25.46658,-80.11098,No,AA,,FL_1230,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.52,1.52,2.8,0.0,1.0,2.91,2.8,,,2015-08-15,1.52,,,-25,2.8,2015-09-09,True,US_continent
25187,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.4553,-80.14338,15,8,2015,,4.8768,,Moderate,0.205,11-30,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Mid-channel patch reef northwest of Long Reef, Biscayne N.P., from 0927-1117 hours on 15AUG2015. The patch reef was mostly dominated by octocorals and sponges, with a few scattered coral heads. Within two belt transects totaling 30 sq. meters, 14 stony coral taxa were observed, of which 7 taxa had at least one colony exhibiting signs of paling, 2 taxa had at least one colony exhibiting signs of partial bleaching, and 2 taxa had at least one colony showing signs of complete colony bleaching.  Only one (Erythropodium) of the 17 octocoral taxa exhibiting signs of paling.",4,,,,25.4553,-80.14338,No,AA,,FL_1228,CA,Southeast Florida,156.0,20.5,,0.0,0.0,1.52,1.52,2.8,0.0,1.0,2.91,2.8,,,2015-08-15,1.52,,,-25,2.8,2015-09-09,True,US_continent
25186,Caribbean,United States,Florida Keys,Primary sample unit: 1013,25.4553,-80.14338333,15,8,2015,,4.6,,Moderate,0.181,18.1,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.4553,-80.14338333,No,AA,,FL_1895,CA,Southeast Florida,156.0,,,0.0,0.0,1.52,1.52,2.8,0.0,1.0,2.91,2.8,,,2015-08-15,1.52,,,-25,2.8,2015-09-09,True,US_continent
25185,Caribbean,United States,Florida Keys,Primary sample unit: 1087,25.43696667,-80.12061667,15,8,2015,,9.1,,Moderate,0.176,17.6,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.43696667,-80.12061667,No,AA,,FL_1921,CA,Southeast Florida,156.0,,,0.0,0.0,1.23,1.23,2.52,0.0,1.0,2.89,2.52,,,2015-08-15,1.23,,,-25,2.52,2015-09-09,True,US_continent
25184,Indian Ocean,Israel,Eilat,Gulf of Eilat/Aqaba,29.488778,34.904612,15,8,2015,,49,,None,0.0,0,0,0.0,0,In-situ,,"Gal Eyal, Gal Eyal, Gal Eyal gal4596@gmail.com",,no bleaching,4,,,,29.488778,34.904612,No,AAAA,,IS_21,IM,Gulf of Aqaba,59.0,,,0.0,0.0,2.5,2.5,3.48,0.0,1.0,3.88,3.48,,,2015-08-15,2.5,,,-6,3.48,2015-08-21,True,Israel
25188,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.43697,-80.12062,15,8,2015,,9.4488,,Moderate,0.205,11-30,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"High-relief spur and groove habitat surveyed on the fore reef of Long Reef, Biscayne N.P., from 1619-1806 hrs. EST on 15AUG2015. The site had moderate to high-relief spurs dominated by fine turf and Dictyota algae. Within two belt transects totaling 30 sq. meters, 15 stony coral taxa were observed, of which 5 taxa had at least one colony exhibiting paling, 4 taxa had at least one colony exhibiting partial bleaching, and 1 taxa had at least one colony with total bleaching. In addition, there were several Meandrina colonies with either active white plague or recent death, presumably due to white plague. Except for Erythropodium, some of which was paling, none of the remaining 17 octocoral taxa exhibiting paling or bleaching.",4,,,,25.43697,-80.12062,No,AA,,FL_1231,CA,Southeast Florida,156.0,20.5,,0.0,0.0,1.23,1.23,2.52,0.0,1.0,2.89,2.52,,,2015-08-15,1.23,,,-25,2.52,2015-09-09,True,US_continent
25209,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.59047,-80.09868,16,8,2015,,4.572,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Back-reef rubble habitat at Fowey Rocks Lighthouse, northern Biscayne N.P., from 1153-1242 hrs. EST on 16AUG2015. The site was characterized by unconsolidated rubble dominated by macroalgae, with a few small (< 6 cm) colonies of Porites and Siderastrea. Within two belt transects totaling 30 sq. meters, only 5 stony coral taxa were observed, of which only S. radians exhibited paling. None of the 6 octocoral taxa observed exhibited signs of paling, partial bleaching, or bleaching.",4,,,,25.59047,-80.09868,No,AA,,FL_1224,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-16,1.1,,,-22,2.16,2015-09-07,True,US_continent
25208,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.62397,-80.09942,16,8,2015,,8.2296,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Offshore patch reef sampled north of Fowey Rocks, Biscayne N.P., from 0939-1058 hrs. EST on 16AUG2015. The site was characterized by low relief and dominance by octocorals and sponges, with relatively few and small stony corals. Within two belt transects totaling 30 sq. meters, 9 stony coral taxa were observed, of which 3 taxa had at least one colony exhibiting paling and 1 taxa had at least one colony exhibiting partial. None of the 20 octocoral taxa encountered were pale, partially bleached, or bleached.",4,,,,25.62397,-80.09942,No,AA,,FL_1223,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.07,1.07,1.97,0.0,1.0,2.43,1.97,,,2015-08-16,1.07,,,-22,1.97,2015-09-07,True,US_continent
25207,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.5363,-80.10377,16,8,2015,,4.572,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Shallow low-relief hard-bottom habitat surveyed at Star Reef, Biscayne N.P., from 1626-1734 hrs. EST on 16AUG2015. The site is a wave-swept platform dominated by octocorals, especially sea fans, branching fire corals, and turf algae. Within two belt transects totaling 30 sq. meters, 9 stony coral taxa were observed, of which 2 taxa had at least one colony exhibiting paling and 4 taxa had at least one colony exhibiting partial bleaching. Colonies of Acropora cervicornis and Diploria strigosa were observed with either active white plague or recent death, presumably due to white plague.",4,,,,25.5363,-80.10377,No,AA,,FL_1226,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.33,1.33,2.44,0.0,1.0,2.44,2.44,,,2015-08-16,1.33,,,-22,2.44,2015-09-07,True,US_continent
25205,Caribbean,United States,Florida,"Key Largo,  Key Largo Dry Rocks",25.13394,-80.29097,16,8,2015,,,,Mild,,1-10,-1,,,In-situ,,John Yundt-Pacheco  jebarraza@ufg.edu.sv,Florida BleachWatch program,some pale/bleaching on fire coral,4,,,,25.13394,-80.29097,No,AA,,FL_1222,CA,Florida Keys,48.0,5.5,,0.0,0.0,1.45,1.45,3.3,0.0,3.0,4.22,3.3,,,2015-08-16,1.45,,,-24,3.3,2015-09-09,True,US_continent
25204,Caribbean,United States,Florida,"Key Largo,  Key Largo Dry Rocks",25.13213,-80.29228,16,8,2015,,6.7056,,Mild,,1-10,-1,,,In-situ,,Mayra Yundt-Pacheco  ,Florida BleachWatch program,,4,,,,25.13213,-80.29228,No,AA,,FL_1227,CA,Florida Keys,48.0,5.5,,0.0,0.0,1.45,1.45,3.3,0.0,2.0,4.22,3.3,,,2015-08-16,1.45,,,-24,3.3,2015-09-09,True,US_continent
25203,Caribbean,United States,Florida,"Key Largo,  Key Largo Dry Rocks",25.11929,-80.30017,16,8,2015,,6.4008,,Mild,,1-10,-1,,,In-situ,,Carlo Yundt-Pacheco,Florida BleachWatch program,,4,,,,25.11929,-80.30017,No,AA,,FL_1220,CA,Florida Keys,48.0,5.5,,0.0,0.0,2.01,2.01,4.21,0.0,3.0,4.71,4.21,,,2015-08-16,2.01,,,-25,4.21,2015-09-10,True,US_continent
25202,Caribbean,United States,Florida Keys,Primary sample unit: 1052,25.59046667,-80.09868333,16,8,2015,,4.6,,Moderate,0.444,44.4,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.59046667,-80.09868333,No,AA,,FL_1908,CA,Southeast Florida,156.0,,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-16,1.1,,,-22,2.16,2015-09-07,True,US_continent
25206,Caribbean,United States,Florida,"Key Largo,  Key Largo Dry Rocks",25.13744,-80.28916,16,8,2015,,,,Mild,,1-10,-1,,,In-situ,,John Yundt-Pacheco  jebarraza@ufg.edu.sv,Florida BleachWatch program,Little bleaching except some paling/bleaching on fire coral,4,,,,25.13744,-80.28916,No,AA,,FL_1221,CA,Florida Keys,48.0,5.5,,0.0,0.0,1.45,1.45,3.3,0.0,3.0,4.22,3.3,,,2015-08-16,1.45,,,-24,3.3,2015-09-09,True,US_continent
25198,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.57537,-80.09935,16,8,2015,,8.8392,,Moderate,0.205,11-30,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"High-relief spur and groove habitat surveyed at Brewster Reef, south of Fowey Rocks Lighthouse, Biscayne N.P., from 1331-1534 hrs. EST on 16AUG2015. The site was characterized by very high profile (2-3 m) coralline spurs dominated mostly by algae and octocorals. Within two belt transects totaling 30 sq. meters, 13 stony coral taxa were observed, of which 4 taxa had at least one colony exhibiting paling, 3 taxa had at least one colony exhibiting partial bleaching, and 1 taxon had at least one colony with total bleaching. In addition, there were several colonies of Meandrina and Dichocoenia with either what appeared to be active white plague disease or were completely dead.",4,,,,25.57537,-80.09935,No,AA,,FL_1225,CA,Southeast Florida,156.0,20.5,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-16,1.1,,,-22,2.16,2015-09-07,True,US_continent
25197,Caribbean,United States,Florida Keys,Primary sample unit: 1039,25.57536667,-80.09935,16,8,2015,,8.2,,Mild,0.069,6.9,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.57536667,-80.09935,No,AA,,FL_1902,CA,Southeast Florida,156.0,,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-16,1.1,,,-22,2.16,2015-09-07,True,US_continent
25196,Caribbean,United States,Florida Keys,Primary sample unit: 1051,25.5363,-80.10376667,16,8,2015,,4.6,,Moderate,0.143,14.3,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.5363,-80.10376667,No,AA,,FL_1907,CA,Southeast Florida,156.0,,,0.0,0.0,1.33,1.33,2.44,0.0,1.0,2.44,2.44,,,2015-08-16,1.33,,,-22,2.44,2015-09-07,True,US_continent
25201,Caribbean,United States,Florida Keys,Primary sample unit: 1033,25.62396667,-80.09941667,16,8,2015,,8.2,,Moderate,0.375,37.5,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.62396667,-80.09941667,No,AA,,FL_1899,CA,Southeast Florida,156.0,,,0.0,0.0,1.07,1.07,1.97,0.0,1.0,2.43,1.97,,,2015-08-16,1.07,,,-22,1.97,2015-09-07,True,US_continent
25233,Caribbean,United States,Florida Keys,Primary sample unit: 1523,25.58626667,-80.09433333,17,8,2015,,9.8,,Mild,0.091,9.1,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.58626667,-80.09433333,No,AA,,FL_2224,CA,Southeast Florida,156.0,,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-17,1.1,,,-21,2.16,2015-09-07,True,US_continent
25237,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.48667,-80.11375,17,8,2015,,4.2672,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Back-reef rubble habitat surveyed at Triumph Reef, Biscayne N.P., from 1634-1726  hrs. EST on 17AUG2015. The site was dominated by brown and green macroalgae, with a scattering of small Porites astreoides and P. porites colonies. Within two belt transects totaling 30 sq. meters, only 3 stony coral taxa were observed, of which 2 taxa (Porites astreoides and P. porites) had at least one colony exhibiting paling.",4,,,,25.48667,-80.11375,No,AA,,FL_1219,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.52,1.52,2.8,0.0,1.0,2.91,2.8,,,2015-08-17,1.52,,,-23,2.8,2015-09-09,True,US_continent
25235,Caribbean,United States,Florida Keys,Primary sample unit: 1526,25.57115,-80.10498333,17,8,2015,,4.9,,Moderate,0.235,23.5,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.57115,-80.10498333,No,AA,,FL_2227,CA,Southeast Florida,156.0,,,0.0,0.0,1.29,1.29,2.52,0.0,1.0,2.4,2.52,,,2015-08-17,1.29,,,-21,2.52,2015-09-07,True,US_continent
25236,Caribbean,United States,Florida Keys,Primary sample unit: 1530,25.48666667,-80.11375,17,8,2015,,4.3,,Moderate,0.429,42.9,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.48666667,-80.11375,No,AA,,FL_2229,CA,Southeast Florida,156.0,,,0.0,0.0,1.52,1.52,2.8,0.0,1.0,2.91,2.8,,,2015-08-17,1.52,,,-23,2.8,2015-09-09,True,US_continent
25238,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.57115,-80.10498,17,8,2015,,5.4864,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"High-relief spur and groove habitat surveyed at Brewster Reef, south of Fowey Rocks, in northern Biscayne N.P., from 1402-1545 hrs. EST on 17AUG2015. The had high-relief coralline spurs (3 m) dominated by algae, Palythoa, and octocorals. Within two belt transects totaling 30 sq. meters, 9 stony coral taxa were observed, of which 5 taxa had at least one colony exhibiting paling, 1 taxon had at least one colony exhibiting partial bleaching, and 1 taxon had at least one colony with total bleaching.",4,,,,25.57115,-80.10498,No,AA,,FL_1218,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.29,1.29,2.52,0.0,1.0,2.4,2.52,,,2015-08-17,1.29,,,-21,2.52,2015-09-07,True,US_continent
25239,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.5803,-80.09645,17,8,2015,,9.144,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Low-relief spur and spur fore-reef habitat surveyed south of Fowey Rocks, Biscayne N.P., from 1142-1305 hrs. EST on 17AUG2015. The site had low to moderate relief, with the reef surface dominated by algae and octocorals. Within two belt transects totaling 30 sq. meters, 10 stony coral taxa were observed, of which 4 taxa had at least one colony exhibiting paling, 2 taxa had at least one colony exhibiting partial bleaching, and 1 taxon (S. radians) had at least one colony with total bleaching. Partial bleaching of Erythropodium and Palythoa were also observed.",4,,,,25.5803,-80.09645,No,AA,,FL_1217,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-17,1.1,,,-21,2.16,2015-09-07,True,US_continent
25240,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.58627,-80.09433,17,8,2015,,10.0584,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Low-relief spur and spur fore-reef habitat surveyed southeast of Fowey Rocks Lighthouse, Biscayne N.P., from 1008-1111 hrs. EST on 17AUG2015. The site was dominated by mostly turf algae and sea plumes. Within two belt transects totaling 30 sq. meters, 9 stony coral taxa were observed, of which 5 taxa had at least one colony exhibiting paling and 2 taxa had at least one colony exhibiting partial bleaching.",4,,,,25.58627,-80.09433,No,AA,,FL_1216,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.1,1.1,2.16,0.0,1.0,2.48,2.16,,,2015-08-17,1.1,,,-21,2.16,2015-09-07,True,US_continent
25216,NA Pacific Ocean,Panama,Unnamed Island Secas Islands,Main Reef,7.95445,-82.01049,17,8,2015,,3,,Severe,,51-100,2,,11-50,In-situ,,"Tyler Burton Smith, Tyler Burton Smith, Tyler Burton Smith tsmith@uvi.edu ",,,4,,,,7.95445,-82.01049,No,AAAA,,PN_17,CA,Panama Pacific West,133.0,75.5,30.5,0.0,0.0,0.63,0.63,1.68,0.0,1.0,0.15,1.68,,,2015-08-17,0.63,,,-164,4.9,2016-01-28,True,Panama
25256,Caribbean,United States,Florida,"Lower Keys, Inshore, O1253",24.54855,-81.71243,18,8,2015,,3.7,,Severe,0.70833,70.833,0,0.0,0,In-situ,,"Florida Reef Resilience Program, Jennifer Stein, Jennifer Stein jennifer.stein@myfwc.com",,,4,,,,24.54855,-81.71243,No,AAAA,,FL_196,CA,Florida Keys,48.0,,,0.0,0.0,3.79,3.79,7.97,0.0,1.0,6.56,7.97,,,2015-08-18,3.79,,,-27,7.97,2015-09-14,True,US_continent
25255,Caribbean,United States,Florida,"Marathon, Sandfly Key",24.75182,-81.26855,18,8,2015,,,,Severe,0.63,51-75,-1,,,In-situ,,Bill Sharp,Florida BleachWatch program,,4,,,,24.75182,-81.26855,No,AA,,FL_1215,CA,Florida Keys,48.0,63.0,,0.0,0.0,5.27,5.27,8.14,0.0,1.0,8.49,8.14,,,2015-08-18,5.27,,,-26,8.14,2015-09-13,True,US_continent
25254,Caribbean,United States,Florida,"Lower Keys, Inshore, O1250",24.51218,-81.92976,18,8,2015,,4.6,,Moderate,0.49253,49.253,0,0.0,0,In-situ,,"Florida Reef Resilience Program, Jennifer Stein, Jennifer Stein jennifer.stein@myfwc.com",,,4,,,,24.51218,-81.92976,No,AAAA,,FL_193,CA,Florida Keys,48.0,,,0.0,0.0,4.28,4.28,9.14,0.0,1.0,8.11,9.14,,,2015-08-18,4.28,,,-28,9.14,2015-09-15,True,US_continent
25252,Caribbean,United States,Florida,"Lower Keys, Inshore, O1251",24.51791,-81.92223,18,8,2015,,4.6,,Moderate,0.3684200000000001,36.84200000000001,0,0.0,0,In-situ,,"Florida Reef Resilience Program, Jennifer Stein, Jennifer Stein jennifer.stein@myfwc.com",,,4,,,,24.51791,-81.92223,No,AAAA,,FL_194,CA,Florida Keys,48.0,,,0.0,0.0,4.28,4.28,9.14,0.0,1.0,8.11,9.14,,,2015-08-18,4.28,,,-28,9.14,2015-09-15,True,US_continent
25249,Caribbean,United States,Florida,"Lower Keys, Inshore, O1252",24.51791,-82.00326,18,8,2015,,5.2,,Moderate,0.28205,28.205,0,0.0,0,In-situ,,"Florida Reef Resilience Program, Jennifer Stein, Jennifer Stein jennifer.stein@myfwc.com",,,4,,,,24.51791,-82.00326,No,AAAA,,FL_195,CA,Florida Keys,48.0,,,0.0,0.0,4.23,4.23,9.22,0.0,1.0,8.68,9.22,,,2015-08-18,4.23,,,-28,9.22,2015-09-15,True,US_continent
25247,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.39558,-80.12985,18,8,2015,,15.8496,,Moderate,0.205,11-30,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Low-relief spur and groove habitat sampled along the deeper fore reef south of Ajax Reef, Biscayne National Park, from 0910-1035 hrs. EST on 18AUG2015. The site was characterized by low-profile coralline spurs (< 1 m) dominated by algae, sea plumes, and scattered Xestospongia sponges. Two belt transects totaling 30 sq. m in area yielded 19 stony coral taxa, of which 7 taxa had at least 1 colony that was pale and 8 taxa had at least 1 colony that was partially bleached (white).",4,,,,25.39558,-80.12985,No,AA,,FL_1214,CA,Southeast Florida,156.0,20.5,,0.0,0.0,1.22,1.22,2.49,0.0,1.0,3.01,2.49,,,2015-08-18,1.22,,,-22,2.49,2015-09-09,True,US_continent
25246,Caribbean,United States,Florida,"Long Key,  MK 47",24.70023,-80.964,18,8,2015,,6.096,,Moderate,0.205,11-30,-1,,,In-situ,,Bill Ferrell,Florida BleachWatch program,close to 50% of fire coral bleached.  20 to 40% porites porites  pale or bleached,4,,,,24.70023,-80.964,No,AA,,FL_1213,CA,Florida Keys,48.0,20.5,,0.0,0.0,3.65,3.65,6.27,0.0,1.0,6.89,6.27,,,2015-08-18,3.65,,,-26,6.27,2015-09-13,True,US_continent
25248,Caribbean,United States,Florida Keys,Primary sample unit: 1554,25.39558333,-80.12985,18,8,2015,,14.6,,Moderate,0.207,20.7,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.39558333,-80.12985,No,AA,,FL_2232,CA,Southeast Florida,156.0,,,0.0,0.0,1.22,1.22,2.49,0.0,1.0,3.01,2.49,,,2015-08-18,1.22,,,-22,2.49,2015-09-09,True,US_continent
25263,Caribbean,United States,Florida Keys,Primary sample unit: 1053,25.2978,-80.1648,19,8,2015,,12.5,,None,0.0,0,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.2978,-80.1648,No,AA,,FL_1909,CA,Florida Keys,48.0,,,0.0,0.0,1.25,1.25,2.83,0.0,1.0,3.65,2.83,,,2015-08-19,1.25,,,-21,2.83,2015-09-09,True,US_continent
25266,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.32713,-80.16243,19,8,2015,,10.9728,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Offshore patch reef sampled southwest of Pacific Reef, southern Biscayne National Park, from 1131-1303 hrs. EST on 19AUG2015. The site was characterized as an offshore patch reef mound dominated mostly by algae, octocorals, and sponges. Two belt transects totaling 30 sq. m in area yielded 8 stony coral taxa, of which 1 taxon (M. cavernosa) had at least 1 colony that was pale, 1 taxon (P. porites) had at least 1 colony that was partially bleached (white), and 1 taxon (S. radians) had at least 1 colony that was completely bleached. Active white plague and/or evidence of recent disease-related mortality was observed on colonies of Meandrina and Dichocoenia.",4,,,,25.32713,-80.16243,No,AA,,FL_1210,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.43,1.43,3.02,0.0,1.0,3.69,3.02,,,2015-08-19,1.43,,,-21,3.02,2015-09-09,True,US_continent
25262,Caribbean,United States,Florida Keys,Primary sample unit: 1029,25.32713333,-80.16243333,19,8,2015,,10.7,,Moderate,0.25,25,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.32713333,-80.16243333,No,AA,,FL_1898,CA,Southeast Florida,156.0,,,0.0,0.0,1.43,1.43,3.02,0.0,1.0,3.69,3.02,,,2015-08-19,1.43,,,-21,3.02,2015-09-09,True,US_continent
25264,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.3223,-80.18237,19,8,2015,,3.9624,,Mild,,1-10,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Shallow low-relief hard-bottom habitat sampled northeast of the Turtle Rocks area, southern Biscayne National Park, from 1413-1550 hrs. EST on 19AUG2015. The site was characterized by wave-swept low-profile hard-bottom dominated by turf algae and octocorals, with scattered and mostly small hard corals. Two belt transects totaling 30 sq. m in area yielded 7 stony coral taxa, of which 3 taxa had at least 1 colony that was pale and 2 taxa had at least 1 colony that was partially bleached (partially white). Relatively healthy colonies of Acropora cervicornis were observed, along with one small patch of elkhorn coral. Active white plague and/or evidence of recent disease-related mortality was observed on colonies of Montastraea cavernosa.",4,,,,25.3223,-80.18237,No,AA,,FL_1211,CA,Southeast Florida,156.0,5.5,,0.0,0.0,1.43,1.43,3.02,0.0,1.0,3.69,3.02,,,2015-08-19,1.43,,,-21,3.02,2015-09-09,True,US_continent
25260,Caribbean,United States,Florida Keys,Primary sample unit: 1036,25.3223,-80.18236667,19,8,2015,,4,,Mild,0.083,8.3,-1,,,In-situ,,"NOAA National Coral Reef Monitoring Program (Atlantic), Shay Viehman, Shay Viehman shay.viehman@noaa.gov",,,4,,,,25.3223,-80.18236667,No,AA,,FL_1901,CA,Southeast Florida,156.0,,,0.0,0.0,1.43,1.43,3.02,0.0,1.0,3.69,3.02,,,2015-08-19,1.43,,,-21,3.02,2015-09-09,True,US_continent
25261,Caribbean,United States,Florida,"Miami,  Biscayne National Park",25.35708,-80.14095,19,8,2015,,14.9352,,Moderate,0.205,11-30,-1,,,In-situ,,Mark Chiappone  ,Florida BleachWatch program,"Low-relief spur and groove habitat on the fore reef slope sample south of Pacific Reef, Biscayne National Park, from 0913-1035 hrs. EST on 20AUG2015. The site was characterized by low-profile coralline spurs dominated by turf algae, brown algae, octocorals, and sponges. Two belt transects totaling 30 sq. m in area yielded 13 stony coral taxa, of which 5 taxa had at least 1 colony that was pale, 2 taxa had at least 1 colony that was partially bleached (white), and 2 taxa had at least 1 colony that was completely bleached.",4,,,,25.35708,-80.14095,No,AA,,FL_1212,CA,Southeast Florida,156.0,20.5,,0.0,0.0,1.22,1.22,2.49,0.0,1.0,3.01,2.49,,,2015-08-19,1.22,,,-21,2.49,2015-09-09,True,US_continent
